CO_Concentration,Humidity,R1_Up_Slope,R1_Down_Slope,R2_Up_Slope,R2_Down_Slope,R3_Up_Slope,R3_Down_Slope,R4_Up_Slope,R4_Down_Slope,R5_Up_Slope,R5_Down_Slope,R6_Up_Slope,R6_Down_Slope,R7_Up_Slope,R7_Down_Slope,R8_Up_Slope,R8_Down_Slope,R9_Up_Slope,R9_Down_Slope,R10_Up_Slope,R10_Down_Slope,R11_Up_Slope,R11_Down_Slope,R12_Up_Slope,R12_Down_Slope,R13_Up_Slope,R13_Down_Slope,R14_Up_Slope,R14_Down_Slope
11.11,30.75,11.51,-5.76,12.38,-5.79,14.42,-6.58,8.82,-3.95,14.61,-6.53,13.45,-5.89,12.77,-6.24,6.84,-2.71,5.35,-2.74,5.83,-2.72,5.27,-2.58,5.37,-2.81,4.86,-2.27,5.63,-2.95
0,48.7,11.26,-5.84,12.83,-6.09,14.24,-6.47,7.02,-3.12,13.44,-5.98,22.33,-9.72,13.12,-6.5,5.98,-2.83,4.84,-2.4,4.8,-2.6,5.11,-2.32,5.73,-2.6,4.77,-2.59,5.21,-2.76
15.56,52.79,10.46,-5.56,10.9,-4.42,13.15,-5.97,6.62,-2.94,12.98,-5.38,12.58,-5.85,13.52,-6.14,13.79,-4.93,8.63,-2.98,13.14,-5.17,12.39,-4.65,12.13,-4.68,9.63,-3.79,11.91,-4.74
17.78,41.43,11.19,-5.26,13.14,-6.2,12.7,-6.26,7.41,-3.57,12.85,-5.91,12.67,-5.59,13.27,-6.24,3.2,-2.05,3.38,-1.63,2.94,-1.59,2.75,-1.87,3.23,-1.98,2.37,-1.76,3.0,-1.93
11.11,48.71,11.22,-5.74,11.83,-5.66,13.81,-6.0,6.33,-2.89,11.91,-5.95,12.92,-5.77,12.77,-6.38,2.94,-1.91,3.05,-1.49,2.41,-1.67,2.65,-1.83,3.31,-1.77,2.2,-1.9,2.79,-1.89
0,68.1379,9.32,-4.96,11.44,-5.21,12.94,-5.88,3.82,-1.9,10.5,-4.76,12.0,-5.46,12.1,-5.88,5.07,-2.3,4.66,-2.03,5.02,-2.28,4.6,-2.34,5.04,-2.62,3.71,-2.34,4.36,-2.85
11.11,54.31,9.58,-5.25,11.95,-5.23,12.08,-6.04,5.55,-2.65,12.2,-5.19,12.55,-5.12,12.08,-5.64,13.97,-5.11,10.03,-4.22,13.04,-5.33,12.47,-4.01,12.33,-4.26,9.45,-3.74,12.54,-4.58
13.33,58.32,9.57,-5.24,10.92,-5.11,11.55,-5.77,5.55,-2.65,11.23,-5.24,11.85,-5.18,12.08,-5.63,5.1,-2.38,4.45,-2.28,4.22,-2.36,4.41,-2.16,4.42,-2.46,3.55,-1.9,4.69,-2.45
15.56,25.84,9.84,-5.15,11.24,-5.51,13.19,-5.9,8.28,-4.15,13.0,-6.23,12.62,-5.79,12.57,-6.15,3.53,-2.24,3.86,-1.85,3.3,-1.97,3.3,-1.93,3.78,-2.11,3.1,-1.52,3.82,-1.96
17.78,43.52,10.08,-5.36,11.67,-5.8,13.21,-5.99,7.27,-3.23,12.87,-5.84,13.09,-5.69,13.35,-6.63,3.11,-1.96,3.09,-1.68,3.07,-1.6,2.57,-2.06,3.18,-1.92,2.27,-1.77,3.01,-2.01
2.22,67.16,9.92,-5.31,11.65,-5.34,11.7,-5.72,4.34,-2.03,10.51,-5.03,11.14,-5.11,12.46,-5.69,3.02,-1.8,0.84,-1.26,2.87,-1.5,2.57,-2.03,3.21,-1.91,2.48,-1.78,2.6,-2.38
8.89,49.2,10.57,-5.41,12.14,-5.69,13.32,-6.51,7.11,-3.4,13.73,-5.72,13.61,-5.96,13.11,-5.99,10.49,-4.38,9.62,-3.93,10.31,-4.61,10.03,-3.93,10.07,-3.83,7.7,-3.51,9.89,-4.42
0,66.66,10.18,-5.16,12.39,-5.76,13.07,-6.48,4.68,-2.22,11.92,-5.78,13.07,-5.68,12.53,-5.8,6.17,-2.61,4.94,-2.56,5.72,-2.78,5.63,-2.68,6.11,-2.77,5.02,-2.32,6.18,-2.8
17.78,25.83,12.16,-6.22,13.62,-5.96,14.96,-6.37,9.8,-4.09,14.88,-6.2,13.7,-5.6,14.04,-5.98,13.38,-4.55,11.44,-4.35,13.6,-5.28,13.08,-4.59,12.62,-4.9,10.09,-4.08,13.44,-4.82
4.44,29.66,12.15,-6.18,13.27,-6.32,15.05,-6.99,9.34,-4.15,15.27,-6.93,14.69,-6.53,14.68,-6.53,3.2,-1.59,2.97,-1.54,2.29,-1.89,3.04,-1.62,3.45,-1.96,2.77,-2.03,2.9,-2.13
11.11,44.02,11.51,-6.57,12.87,-6.29,13.79,-6.59,8.26,-3.61,14.2,-6.34,14.06,-6.44,14.22,-6.65,8.72,-3.56,8.47,-3.46,8.87,-3.96,7.65,-3.43,8.19,-3.41,6.84,-3.12,8.66,-3.79
17.78,21.97,12.32,-6.59,15.23,-6.34,13.96,-6.37,9.26,-4.14,15.05,-5.95,14.88,-6.65,14.17,-6.78,5.16,-2.41,4.83,-2.2,4.12,-2.36,3.91,-2.19,4.2,-2.57,3.54,-1.77,4.39,-2.3
4.44,64.7,10.63,-5.69,11.7,-5.48,13.4,-6.12,4.67,-2.24,12.59,-5.75,12.84,-6.02,12.41,-6.21,3.27,-1.64,2.55,-1.58,2.52,-1.6,2.78,-1.88,3.13,-2.17,2.46,-2.05,2.73,-2.21
13.33,54.27,11.52,-5.89,13.37,-5.97,13.55,-6.19,5.97,-2.67,13.1,-5.58,12.66,-5.54,13.13,-6.13,9.73,-3.77,8.16,-3.4,9.09,-3.87,8.26,-3.44,7.88,-3.6,5.83,-2.86,7.65,-3.92
17.78,59.78,9.86,-5.1,11.74,-5.2,12.08,-6.11,5.55,-2.68,12.31,-5.29,11.95,-5.29,12.05,-5.96,4.73,-2.18,4.08,-2.11,3.82,-2.16,3.87,-1.91,4.02,-2.33,2.76,-2.01,3.83,-2.41
11.11,25.28,11.12,-5.69,12.62,-5.64,13.96,-6.06,9.21,-3.84,15.13,-6.9,12.73,-6.08,13.18,-6.59,3.28,-1.61,2.89,-1.61,2.22,-1.85,2.95,-1.58,3.14,-2.04,2.51,-1.84,2.97,-1.93
2.22,19.74,12.22,-6.69,14.61,-5.97,15.63,-6.65,10.96,-4.48,17.2,-7.17,15.41,-6.74,15.12,-6.3,6.09,-2.59,5.14,-2.51,5.17,-2.59,5.13,-2.51,5.65,-2.82,5.22,-2.56,5.2,-2.9
13.33,16.38,14.05,-7.67,17.91,-6.82,18.04,-6.87,12.82,-5.14,19.23,-7.32,19.59,-6.93,18.9,-7.89,11.46,-4.69,10.33,-4.06,11.87,-4.86,10.32,-4.18,11.12,-4.55,9.87,-3.84,12.36,-4.8
2.22,31.81,14.18,-6.93,16.08,-7.37,15.68,-7.84,10.62,-4.25,16.84,-6.73,16.82,-7.21,17.78,-7.78,4.61,-2.21,4.58,-2.14,4.15,-2.17,4.1,-2.24,4.93,-2.75,4.91,-2.4,4.1,-2.77
15.56,41.39,13.86,-6.93,14.34,-6.27,15.57,-7.11,9.72,-4.05,17.42,-7.26,16.63,-6.45,17.17,-6.8,13.27,-5.42,10.8,-4.54,11.18,-5.11,11.37,-4.24,10.99,-4.68,9.15,-3.89,10.44,-4.57
11.11,17.5,14.32,-7.5,16.27,-6.65,16.51,-7.23,11.63,-4.75,16.82,-6.87,16.37,-6.69,16.11,-7.55,4.02,-1.71,3.81,-1.91,3.19,-1.79,3.07,-1.95,3.68,-2.48,3.77,-1.84,4.09,-2.0
20,50.71,12.37,-6.62,14.49,-5.92,14.55,-6.97,6.93,-3.25,14.8,-6.62,14.06,-6.59,15.3,-6.52,5.83,-2.43,5.7,-2.55,5.01,-2.62,4.1,-2.54,4.81,-2.87,4.37,-2.0,5.31,-2.54
2.22,41.4,11.01,-6.03,12.75,-5.97,12.93,-6.47,7.4,-3.54,13.1,-6.41,12.58,-5.89,13.65,-6.37,2.89,-1.52,0.89,-1.3,0.85,-1.16,2.34,-1.83,3.31,-1.65,3.15,-1.58,2.88,-1.76
20,52.24,11.23,-5.61,12.2,-6.1,14.26,-6.51,6.86,-3.07,13.08,-5.85,14.05,-6.15,12.77,-6.24,11.53,-4.38,9.81,-4.12,11.87,-4.36,9.98,-3.79,9.24,-4.13,6.69,-3.27,10.97,-4.57
6.67,44,10.82,-5.79,11.82,-5.54,13.06,-6.38,7.2,-3.45,13.53,-6.61,12.91,-5.65,13.8,-6.44,2.78,-1.69,0.83,-1.19,0.78,-1.24,2.37,-1.7,2.9,-2.01,2.39,-1.87,2.64,-1.83
17.78,47.11,11.43,-5.84,12.86,-5.63,13.69,-6.39,6.78,-3.03,14.32,-6.54,12.55,-5.49,13.66,-5.94,8.18,-3.41,7.2,-3.22,7.48,-3.18,6.7,-2.55,7.14,-3.04,5.3,-2.14,7.68,-3.27
0,43.48,9.73,-5.32,11.84,-5.29,12.79,-5.83,6.4,-3.13,12.95,-5.91,11.85,-5.54,12.42,-6.2,3.52,-1.6,3.26,-1.59,3.0,-1.5,3.12,-1.56,3.53,-1.97,3.36,-1.65,3.02,-2.04
13.33,69.04,9.57,-5.12,11.1,-5.19,12.44,-6.08,3.55,-1.62,10.97,-5.11,12.08,-5.53,12.29,-5.61,12.25,-4.08,8.86,-3.37,13.01,-4.84,13.18,-4.72,11.94,-4.44,6.85,-3.13,11.9,-4.58
6.67,72.38,9.16,-4.69,11.64,-5.1,12.58,-5.48,3.35,-1.53,10.19,-4.44,11.47,-4.69,10.48,-5.25,3.81,-2.27,3.88,-1.74,3.93,-1.97,3.85,-2.02,4.3,-2.16,2.82,-1.61,4.09,-2.1
20,55.77,9.63,-4.93,12.16,-5.44,11.88,-5.55,5.61,-2.51,11.6,-5.04,10.79,-5.05,11.01,-5.51,6.24,-3.26,5.5,-2.41,6.81,-2.9,6.0,-2.56,5.77,-2.89,3.37,-2.33,6.27,-3.07
0,50.7,8.79,-4.71,10.57,-5.18,12.0,-5.87,6.02,-2.82,10.43,-5.1,11.13,-5.1,12.01,-5.61,2.51,-1.92,0.77,-1.14,0.86,-1.23,2.24,-2.0,3.01,-1.8,2.51,-1.8,2.53,-2.06
8.89,60.75,9.71,-4.96,11.74,-5.14,12.88,-5.89,5.86,-2.44,12.1,-5.26,12.21,-4.98,11.85,-5.41,12.68,-4.82,8.54,-3.12,13.47,-5.22,12.98,-4.03,11.42,-4.23,9.03,-3.58,13.44,-5.01
4.44,27.46,9.7,-5.19,12.33,-5.28,13.59,-6.2,8.62,-4.03,12.53,-5.99,12.47,-5.34,12.35,-6.03,5.83,-2.99,5.27,-2.15,6.17,-2.76,5.36,-2.68,5.75,-2.94,5.42,-2.47,5.71,-3.12
13.33,32.88,10.91,-5.9,13.1,-5.78,13.89,-6.71,8.9,-4.02,15.27,-6.89,14.13,-5.82,14.33,-6.15,8.99,-4.05,6.97,-3.52,8.8,-3.78,7.91,-3.57,8.23,-3.53,6.09,-2.81,8.12,-3.59
2.22,59.76,9.93,-4.63,12.66,-5.43,13.74,-6.27,5.86,-2.74,12.29,-5.88,12.75,-5.85,13.18,-6.02,4.77,-1.99,4.29,-1.88,4.37,-2.29,3.44,-3.06,4.78,-2.44,3.53,-2.38,4.31,-2.73
20,24.17,11.36,-5.56,13.72,-6.3,14.7,-7.04,9.49,-4.45,14.77,-6.03,14.79,-5.92,14.57,-6.51,8.92,-3.9,8.91,-3.74,10.58,-4.41,9.42,-3.85,9.03,-3.96,6.56,-3.14,9.87,-4.32
6.67,46.08,11.27,-5.63,13.4,-5.86,14.25,-6.97,7.16,-3.35,13.16,-6.3,13.3,-6.23,12.62,-6.45,2.53,-1.81,0.77,-1.12,0.79,-1.18,2.36,-1.8,2.8,-1.93,2.24,-1.93,2.19,-2.32
15.56,60.25,11.1,-5.61,12.12,-5.61,13.92,-6.28,5.4,-2.38,12.79,-5.77,14.14,-6.11,12.36,-6.1,7.16,-3.16,5.82,-2.75,7.1,-3.43,6.1,-2.88,6.15,-3.17,4.78,-2.36,6.79,-3.28
4.44,62.22,10.33,-5.2,11.06,-4.87,13.06,-6.42,5.35,-2.52,11.6,-5.71,11.85,-5.58,11.62,-5.85,4.27,-2.1,3.19,-1.65,4.01,-1.88,3.8,-1.83,4.0,-2.25,3.58,-1.64,4.07,-2.14
0,26.36,11.26,-6.02,12.53,-5.75,13.72,-6.27,8.67,-4.06,13.42,-6.29,13.0,-5.97,14.26,-6.38,9.69,-3.96,7.29,-3.34,9.69,-4.04,8.67,-3.8,9.55,-3.9,8.38,-3.75,9.78,-4.08
8.89,52.73,11.22,-6.0,12.05,-5.64,12.8,-6.26,7.21,-3.0,14.02,-5.84,14.94,-6.1,13.52,-6.05,14.74,-5.49,10.41,-3.6,14.65,-5.27,13.28,-4.76,12.77,-4.48,10.15,-4.23,12.66,-5.27
6.67,44.5,11.11,-5.56,12.26,-5.75,14.24,-6.51,7.48,-3.35,13.72,-6.14,12.83,-6.02,12.9,-6.31,6.27,-2.87,5.11,-2.4,5.93,-2.77,5.62,-2.51,5.88,-2.88,5.01,-2.45,5.94,-2.91
4.44,47.56,10.63,-5.69,11.61,-5.44,13.2,-6.46,7.2,-3.45,12.98,-5.41,12.3,-5.39,13.65,-6.23,8.34,-3.55,6.3,-2.82,8.09,-3.2,7.07,-2.89,7.43,-3.33,6.29,-2.88,7.7,-3.44
8.89,31.75,10.96,-5.87,12.91,-5.93,14.56,-6.97,8.8,-4.04,12.83,-6.43,13.78,-5.92,13.62,-6.52,8.79,-3.93,7.56,-3.4,9.1,-4.08,8.35,-3.58,8.58,-3.84,7.25,-3.24,8.66,-4.06
0,51.63,14.66,-7.41,12.23,-6.04,14.61,-6.59,6.87,-3.03,13.01,-5.74,13.35,-5.77,13.63,-6.58,6.56,-2.9,5.32,-2.57,6.31,-2.66,6.01,-2.65,6.64,-3.0,5.73,-2.83,6.33,-3.13
4.44,67.38,10.64,-5.32,13.05,-6.11,12.71,-6.08,5.03,-2.2,12.64,-5.65,13.21,-5.28,13.56,-6.06,11.57,-4.29,7.93,-2.95,14.88,-5.54,12.79,-4.92,12.71,-4.8,9.45,-3.67,12.81,-5.13
8.89,37.01,11.12,-5.69,13.88,-5.78,13.33,-6.66,8.44,-3.77,13.38,-6.54,13.46,-5.89,13.8,-6.3,9.33,-4.17,7.92,-3.17,9.39,-3.99,9.01,-3.29,8.48,-3.78,7.24,-3.38,8.54,-4.0
11.11,49.44,11.29,-5.73,13.9,-6.17,13.29,-6.88,8.02,-3.39,13.6,-6.29,13.32,-5.91,13.78,-6.25,6.48,-2.8,5.83,-2.64,6.3,-2.92,5.67,-2.57,5.6,-3.1,5.08,-2.36,5.94,-3.08
6.67,32.7,11.69,-6.25,14.1,-6.04,14.45,-6.45,9.57,-4.48,13.78,-5.62,13.76,-6.31,14.23,-6.8,5.4,-2.58,5.14,-2.25,4.76,-2.6,4.75,-2.43,5.13,-2.86,4.39,-2.45,5.09,-2.84
4.44,35.88,13.03,-6.51,14.82,-6.48,15.57,-7.1,10.05,-4.18,16.42,-6.83,16.0,-6.53,15.78,-6.57,8.99,-4.1,7.41,-3.24,8.22,-3.75,7.55,-3.24,8.27,-3.52,7.56,-3.21,8.64,-3.67
11.11,30.53,14.1,-6.44,15.68,-6.73,16.34,-7.31,10.62,-4.34,17.49,-6.65,17.46,-6.64,16.89,-7.39,9.37,-4.11,8.6,-3.62,9.78,-4.38,8.73,-3.53,9.16,-4.01,8.05,-3.43,9.16,-4.29
6.67,65.23,12.62,-6.75,14.38,-6.29,15.02,-6.39,5.87,-2.4,12.65,-6.05,12.13,-4.52,14.39,-5.99,5.53,-2.47,4.98,-2.18,5.05,-2.47,4.66,-2.54,5.26,-2.94,4.31,-2.21,5.32,-2.55
8.89,48.85,12.28,-6.53,13.44,-5.85,14.46,-7.03,8.04,-3.75,13.87,-7.06,13.69,-5.96,14.17,-6.43,8.42,-3.74,7.15,-2.85,7.97,-3.62,7.42,-3.53,7.79,-3.54,6.69,-3.04,8.12,-3.69
13.33,29.45,12.56,-6.28,14.47,-6.77,14.9,-7.28,10.09,-4.72,15.4,-6.29,15.6,-6.69,14.36,-6.87,6.51,-3.11,6.16,-2.82,6.22,-3.04,5.69,-2.91,6.02,-3.36,5.29,-2.53,6.55,-3.14
15.56,40.17,13.26,-7.25,12.14,-4.7,15.82,-6.87,9.42,-3.92,16.04,-6.68,15.27,-6.36,15.37,-7.01,4.1,-2.77,4.46,-2.03,4.01,-2.0,4.17,-1.81,4.06,-2.64,3.68,-1.84,4.44,-2.17
8.89,38.1,13.09,-7.13,14.59,-6.94,14.19,-6.9,8.97,-4.27,15.09,-7.18,16.16,-7.04,14.52,-6.59,4.17,-1.77,3.76,-1.83,3.29,-1.87,3.58,-1.78,3.77,-2.43,3.47,-1.85,3.86,-2.06
6.67,30.65,13.92,-6.5,14.28,-6.69,15.98,-6.8,10.38,-4.24,16.23,-6.63,16.17,-7.08,14.82,-7.09,7.33,-3.35,6.27,-2.75,6.62,-3.02,6.58,-2.74,6.58,-3.22,6.27,-2.93,6.57,-3.15
2.22,46,12.49,-6.68,14.65,-6.86,14.08,-6.73,8.35,-3.91,14.98,-6.56,15.07,-6.46,15.23,-6.66,8.33,-3.9,7.7,-3.08,8.64,-3.6,8.08,-3.17,8.19,-3.84,7.66,-3.36,8.11,-3.8
0,26.33,13.43,-7.02,13.71,-6.71,16.03,-6.54,10.63,-3.96,17.01,-6.8,16.79,-6.72,16.91,-6.9,11.97,-4.38,10.25,-4.22,12.97,-5.3,11.85,-4.15,13.03,-4.67,11.74,-4.79,12.0,-5.25
4.44,66.57,11.42,-6.11,13.77,-5.74,13.96,-6.24,5.05,-2.11,14.42,-6.01,12.47,-5.84,13.66,-5.69,14.73,-5.38,11.24,-4.16,13.54,-5.42,15.26,-4.57,14.48,-4.83,10.69,-3.98,13.52,-5.2
0,43.46,11.02,-6.03,12.15,-5.69,13.77,-6.73,7.45,-3.56,12.99,-6.21,12.22,-5.72,13.65,-6.23,10.1,-4.21,8.12,-3.55,9.45,-4.22,9.06,-3.42,10.22,-3.88,8.44,-3.85,9.61,-4.29
20,56.75,10.86,-5.69,12.79,-5.99,13.5,-6.46,6.41,-2.81,12.88,-5.75,12.25,-5.61,13.56,-6.19,12.52,-4.33,10.82,-3.95,13.31,-5.06,12.56,-4.65,12.81,-4.58,9.65,-4.02,12.81,-4.66
17.78,21.96,14.62,-7.31,15.3,-6.84,16.1,-6.37,10.53,-5.04,16.35,-6.34,16.18,-7.23,15.18,-7.42,2.53,-1.61,0.29,-1.1,0.08,-1.1,0.21,-1.9,2.78,-1.74,0.04,-1.09,2.31,-1.67
13.33,48.65,13.0,-7.43,13.71,-6.86,14.86,-6.32,7.21,-3.37,14.68,-6.55,14.07,-6.59,15.05,-6.87,3.78,-1.58,3.52,-1.68,3.05,-1.59,3.15,-1.54,3.28,-2.22,3.24,-1.59,3.59,-1.72
17.78,66.12,10.64,-5.69,11.74,-5.87,13.41,-6.12,4.61,-2.06,12.03,-5.49,12.31,-5.39,12.4,-5.79,4.63,-2.11,4.08,-1.99,4.08,-2.04,3.79,-1.73,3.83,-2.49,3.16,-1.69,4.32,-2.11
2.22,56.76,10.33,-5.28,11.41,-5.34,12.65,-5.9,5.46,-2.61,11.19,-5.47,11.84,-5.18,11.96,-5.97,3.61,-1.77,3.18,-1.59,3.15,-1.69,3.13,-1.75,3.67,-2.24,3.64,-1.7,3.67,-1.92
20,48.16,10.78,-5.76,12.54,-5.75,12.47,-5.57,7.5,-3.28,12.53,-5.6,12.83,-5.49,14.11,-5.87,12.39,-4.62,9.1,-3.82,12.14,-4.99,12.78,-4.04,13.73,-4.66,11.09,-4.62,13.06,-5.33
15.56,38.23,10.01,-5.36,12.89,-5.64,13.2,-6.03,8.28,-3.88,12.76,-6.24,12.08,-6.04,13.43,-6.27,2.02,-1.96,0.18,-1.11,0.2,-1.72,0.68,-1.3,0.74,-1.29,0.17,-1.22,0.69,-1.33
20,37.17,11.03,-5.64,13.22,-5.91,14.42,-6.73,8.57,-3.83,15.12,-6.9,14.0,-5.83,13.77,-5.99,3.3,-1.97,3.31,-1.51,2.85,-1.63,2.83,-1.84,3.25,-1.86,2.25,-1.77,2.84,-2.04
4.44,57.28,9.91,-5.66,11.28,-6.02,13.38,-6.54,6.37,-2.98,11.85,-5.67,13.36,-5.72,12.58,-6.15,2.69,-1.89,0.78,-1.1,2.3,-1.76,2.37,-2.04,2.83,-1.91,2.33,-1.78,2.37,-2.3
15.56,30.1805,11.54,-6.17,12.63,-5.91,13.49,-6.59,8.39,-4.2,13.22,-6.76,13.28,-6.22,13.58,-6.64,9.74,-3.85,7.63,-3.27,8.15,-3.98,8.1,-3.47,8.27,-3.52,6.52,-3.04,8.44,-3.77
6.67,51.7149,11.23,-5.61,13.01,-6.09,13.96,-6.37,6.88,-3.29,13.61,-6.21,13.18,-5.77,12.66,-6.19,3.67,-2.24,3.59,-1.72,3.1,-1.85,3.36,-1.87,3.91,-2.09,2.69,-2.25,3.56,-2.17
2.22,28.55,12.15,-6.16,13.26,-6.3,15.25,-6.59,9.2,-4.37,14.91,-6.62,14.85,-6.46,15.22,-6.44,8.17,-3.22,6.84,-3.04,7.47,-3.71,7.13,-3.17,7.25,-3.6,7.06,-3.21,7.51,-3.57
11.11,49.66,12.1,-6.05,12.99,-6.36,14.55,-6.06,7.06,-3.24,14.36,-6.28,14.23,-6.1,14.41,-6.31,10.47,-4.19,8.84,-3.79,11.7,-4.88,9.72,-4.03,10.55,-4.31,8.92,-3.72,10.59,-4.63
2.22,60.22,10.42,-5.57,12.68,-5.81,13.74,-6.27,5.54,-2.43,11.75,-5.62,12.5,-5.73,13.18,-5.89,5.09,-2.78,4.91,-2.3,5.33,-2.55,4.74,-2.53,5.29,-2.89,4.83,-2.36,5.45,-2.79
13.33,62.68,10.46,-5.27,11.26,-5.67,12.6,-5.8,5.27,-2.33,12.2,-5.5,12.6,-5.45,12.93,-5.95,10.46,-4.23,7.22,-2.8,10.8,-4.45,9.66,-3.94,10.16,-4.18,7.39,-3.11,10.59,-4.45
4.44,51.68,10.81,-5.41,12.43,-5.33,12.24,-5.99,6.64,-3.11,10.85,-5.55,11.88,-5.09,11.59,-6.06,3.98,-2.53,3.38,-1.93,3.72,-2.17,3.65,-2.26,4.34,-2.42,3.36,-2.27,4.48,-2.15
6.67,24.14,11.99,-5.95,13.02,-5.65,13.73,-6.22,8.56,-4.25,13.37,-5.93,13.08,-5.68,13.47,-6.39,8.44,-4.01,6.89,-3.56,9.44,-4.18,9.13,-3.24,9.37,-3.87,7.99,-3.62,9.02,-4.19
0,53.69,11.12,-5.95,12.87,-6.03,13.33,-6.52,6.79,-3.03,14.63,-6.68,13.19,-5.77,14.09,-6.3,8.51,-3.62,6.57,-3.0,8.18,-3.24,7.22,-2.89,7.6,-3.4,6.75,-3.08,7.83,-3.5
15.56,51.66,11.31,-5.65,12.26,-5.37,13.32,-6.51,7.12,-3.18,13.61,-6.21,13.84,-5.65,13.25,-5.92,15.04,-5.61,9.43,-3.56,14.11,-5.08,14.68,-4.56,13.22,-5.4,10.29,-4.29,13.0,-5.1
8.89,47.56,10.25,-5.48,12.89,-5.64,13.66,-6.67,7.55,-3.53,12.66,-6.05,12.97,-5.56,12.94,-6.32,3.27,-2.16,3.14,-1.71,3.11,-1.73,3.21,-1.75,3.69,-2.06,2.9,-1.84,3.34,-2.12
15.56,37.11,11.63,-5.95,12.38,-5.92,13.55,-6.33,8.44,-3.77,12.8,-6.69,13.12,-6.14,12.76,-5.16,6.65,-3.04,5.12,-2.68,5.57,-2.91,5.11,-2.67,5.42,-2.9,4.93,-2.15,5.79,-2.84
13.33,49.61,11.84,-6.06,12.27,-5.75,13.29,-6.2,7.11,-3.4,13.2,-6.03,13.61,-5.96,12.77,-6.39,3.61,-2.16,3.16,-1.77,3.22,-1.72,3.29,-1.72,3.41,-2.22,3.05,-1.53,3.32,-2.16
15.56,31.75,11.51,-5.89,13.62,-5.97,14.11,-6.45,8.9,-3.98,15.34,-6.53,14.21,-6.22,14.38,-6.57,4.22,-2.36,3.89,-1.99,3.87,-2.07,3.7,-1.94,4.17,-2.23,3.48,-1.74,4.24,-2.12
8.89,59.66,11.12,-6.05,12.75,-5.94,13.33,-6.62,5.9,-2.81,13.95,-6.78,11.92,-5.93,13.26,-6.15,4.35,-2.16,3.69,-1.8,3.94,-1.87,3.65,-1.78,4.1,-2.18,3.55,-1.65,3.94,-2.1
11.11,31.75,12.08,-6.46,13.27,-6.21,14.72,-6.73,9.5,-3.96,15.03,-6.39,14.43,-5.89,13.37,-6.11,6.76,-3.09,5.81,-2.65,6.38,-2.77,5.78,-2.59,5.78,-3.03,4.97,-2.43,6.27,-3.07
0,49.61,9.43,-4.31,13.27,-5.81,14.24,-6.81,7.59,-3.32,13.42,-6.42,13.63,-5.96,13.61,-6.51,5.53,-2.47,5.08,-2.27,5.19,-2.37,4.7,-2.41,4.96,-2.89,4.7,-2.41,5.25,-2.69
15.56,52.66,12.12,-6.35,13.68,-5.58,12.53,-6.41,6.91,-3.03,13.0,-5.81,13.23,-5.67,14.27,-6.38,13.18,-5.17,9.43,-4.04,13.91,-5.29,13.59,-4.53,13.29,-4.43,10.4,-4.65,13.62,-4.89
17.78,41.32,11.16,-5.97,12.62,-6.3,13.95,-6.82,7.88,-3.69,13.52,-6.04,12.9,-5.91,13.57,-6.19,3.02,-2.25,3.26,-1.63,3.09,-1.61,2.75,-2.1,3.56,-1.99,2.45,-1.87,2.87,-2.33
11.11,49.09,11.12,-5.95,12.07,-6.04,12.9,-5.89,6.76,-3.23,13.1,-5.57,13.57,-6.36,12.87,-6.01,3.16,-1.93,3.04,-1.46,2.28,-1.74,2.79,-1.56,3.02,-1.96,2.45,-1.8,2.92,-1.9
0,68.9231,10.1,-5.54,11.49,-5.39,12.54,-6.14,3.94,-1.89,12.01,-5.88,12.53,-5.49,12.62,-5.9,5.25,-2.41,3.76,-1.93,4.52,-2.37,4.66,-2.28,4.66,-2.61,4.13,-1.93,4.92,-2.58
11.11,55.68,10.12,-5.41,13.77,-6.15,12.8,-6.26,6.1,-2.72,11.83,-5.4,12.31,-5.38,12.29,-6.01,14.26,-5.21,7.3,-3.14,13.74,-4.66,14.28,-4.59,15.13,-4.54,10.39,-4.11,13.26,-5.01
13.33,59.66,9.86,-5.04,11.84,-5.18,12.42,-5.8,5.46,-2.61,11.99,-5.21,11.84,-5.18,11.84,-6.05,5.14,-2.51,3.93,-2.01,4.96,-2.27,4.55,-2.38,4.74,-2.71,3.45,-2.25,5.4,-2.52
15.56,26.32,10.82,-5.93,12.15,-5.81,13.8,-6.0,8.83,-3.95,13.85,-6.03,12.21,-5.72,13.0,-6.21,4.11,-1.88,3.44,-1.8,3.73,-1.99,3.64,-2.08,4.16,-2.22,2.99,-2.07,3.9,-2.19
17.78,44.45,11.22,-5.61,12.37,-5.8,13.55,-6.19,7.54,-3.38,13.73,-6.27,12.91,-5.65,13.0,-6.07,3.48,-2.12,3.34,-1.6,2.91,-1.78,3.05,-1.49,3.34,-2.04,2.48,-1.83,3.53,-1.77
2.22,68.44,9.7,-5.15,11.38,-5.29,12.41,-5.62,4.15,-2.11,10.59,-5.5,12.41,-5.77,12.27,-6.09,3.11,-1.77,0.44,-1.66,2.3,-1.75,2.7,-1.7,3.2,-1.7,1.71,-2.31,2.63,-2.0
8.89,50.62,11.26,-5.89,12.92,-5.93,14.3,-6.39,7.4,-3.24,12.77,-5.7,12.75,-5.97,13.35,-6.39,10.83,-4.74,8.33,-3.82,11.93,-4.63,10.55,-4.01,11.45,-4.26,8.69,-3.62,11.11,-4.45
